index,Cylinders,Engine Aspiration,Drivetrain,Transmission,Horsepower,Torque,Highway Fuel Economy
4807,I4,Turbocharged,RWD,manual,310 hp @ 5500 rpm,350 ft-lbs. @ 3000 rpm,27 mpg
4808,I4,Turbocharged,RWD,manual,310 hp @ 5500 rpm,350 ft-lbs. @ 3000 rpm,27 mpg
4809,I4,Turbocharged,RWD,manual,310 hp @ 5500 rpm,350 ft-lbs. @ 3000 rpm,29 mpg
4810,V8,Naturally Aspirated,RWD,manual,460 hp @ 7000 rpm,420 ft-lbs. @ 4600 rpm,24 mpg
4811,V8,Naturally Aspirated,RWD,manual,460 hp @ 7000 rpm,420 ft-lbs. @ 4600 rpm,24 mpg
4812,V8,Naturally Aspirated,RWD,manual,460 hp @ 7000 rpm,420 ft-lbs. @ 4600 rpm,24 mpg
4813,V8,Naturally Aspirated,RWD,manual,480 hp @ 7000 rpm,420 ft-lbs. @ 4600 rpm,22 mpg
4814,,Electric Motor,AWD,automatic,346 hp @ 0 rpm,428 ft-lbs. @ 0 rpm,91 mpg
4816,,Electric Motor,AWD,automatic,480 hp @ 0 rpm,600 ft-lbs. @ 0 rpm,77 mpg
4818,,Electric Motor,RWD,automatic,266 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,96 mpg
4819,,Electric Motor,AWD,automatic,266 hp @ 0 rpm,428 ft-lbs. @ 0 rpm,86 mpg
4820,,Electric Motor,RWD,automatic,266 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,95 mpg
4821,,Electric Motor,AWD,automatic,311 hp @ 0 rpm,427 ft-lbs. @ 0 rpm,85 mpg
4822,,Electric Motor,RWD,automatic,266 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,96 mpg
4823,,Electric Motor,AWD,automatic,266 hp @ 0 rpm,428 ft-lbs. @ 0 rpm,86 mpg
4824,,Electric Motor,RWD,automatic,266 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,95 mpg
4825,,Electric Motor,AWD,automatic,311 hp @ 0 rpm,427 ft-lbs. @ 0 rpm,86 mpg
4826,I4,Turbocharged,RWD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,26 mpg
4827,I4,Turbocharged,4WD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,24 mpg
4828,I4,Turbocharged,RWD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,26 mpg
4829,I4,Turbocharged,4WD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,24 mpg
4830,I4,Turbocharged,RWD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,26 mpg
4831,I4,Turbocharged,4WD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,24 mpg
4832,I4,Turbocharged,RWD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,26 mpg
4833,I4,Turbocharged,4WD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,24 mpg
4834,I4,Turbocharged,RWD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,26 mpg
4835,I4,Turbocharged,4WD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,24 mpg
4836,I4,Turbocharged,RWD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,26 mpg
4837,I4,Turbocharged,4WD,automatic,270 hp @ 5500 rpm,310 ft-lbs. @ 3000 rpm,24 mpg
4838,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4839,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4840,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4841,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4842,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4843,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4844,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4845,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4846,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4847,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4848,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4849,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4850,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4851,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4852,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4853,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4854,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4855,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4856,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4857,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4858,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4859,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4860,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4861,V6,Twin-Turbo,AWD,automatic,310 hp @ 5000 rpm,400 ft-lbs. @ 2500 rpm,
4862,V6,Twin-Turbo,RWD,automatic,310 hp @ 5000 rpm,400 ft-lbs. @ 2500 rpm,
4863,V6,Twin-Turbo,AWD,automatic,310 hp @ 5000 rpm,400 ft-lbs. @ 2500 rpm,
4864,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4865,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4866,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4867,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4868,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4869,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4870,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4871,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4872,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4873,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4874,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4875,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4876,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4877,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4878,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4879,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4880,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4881,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4882,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4883,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4884,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,26 mpg
4885,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,26 mpg
4886,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,26 mpg
4887,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,26 mpg
4888,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,26 mpg
4889,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,26 mpg
4890,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,26 mpg
4891,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,26 mpg
4892,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,28 mpg
4893,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,28 mpg
4894,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,28 mpg
4895,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,28 mpg
4896,I4,Naturally Aspirated,FWD,automatic,162 hp @ 6500 rpm,144 ft-lbs. @ 4500 rpm,28 mpg
4897,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4898,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4899,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4900,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4901,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4902,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4903,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4904,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4905,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4906,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4907,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4908,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4909,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4910,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4911,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4912,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4913,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4914,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4915,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4916,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4917,V6,Twin-Turbo,AWD,automatic,310 hp @ 5000 rpm,400 ft-lbs. @ 2500 rpm,
4918,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4919,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4920,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4921,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4922,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4923,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4924,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4925,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4926,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4927,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4928,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4929,V6,Twin-Turbo,AWD,automatic,310 hp @ 5000 rpm,400 ft-lbs. @ 2500 rpm,
4930,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4931,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4932,V6,Twin-Turbo,AWD,automatic,310 hp @ 5000 rpm,400 ft-lbs. @ 2500 rpm,
4933,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4934,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4935,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4936,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4937,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4938,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4939,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4940,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4941,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4942,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4943,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4944,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
4945,I6,Turbocharged,AWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1800 rpm,24 mpg
4946,I6,Twincharged,AWD,automatic,429 hp @ 6100 rpm,384 ft-lbs. @ 1800 rpm,24 mpg
4947,V8,Twin-Turbo,AWD,automatic,577 hp @ 5500 rpm,590 ft-lbs. @ 2350 rpm,21 mpg
4948,V8,Twin-Turbo,AWD,automatic,630 hp @ 5500 rpm,664 ft-lbs. @ 2500 rpm,21 mpg
4949,V6,Twin-Turbo,AWD,automatic,385 hp @ 6100 rpm,384 ft-lbs. @ 2500 rpm,27 mpg
4950,V6,Twin-Turbo,AWD,automatic,385 hp @ 6100 rpm,384 ft-lbs. @ 2500 rpm,28 mpg
4951,I4,Turbocharged,AWD,automatic,402 hp @ 6750 rpm,369 ft-lbs. @ 5000 rpm,26 mpg
4952,V8,Twin-Turbo,RWD,automatic,503 hp @ 5500 rpm,516 ft-lbs. @ 2000 rpm,26 mpg
4953,V8,Twin-Turbo,RWD,automatic,503 hp @ 5500 rpm,516 ft-lbs. @ 2000 rpm,24 mpg
4954,I4,Turbocharged,RWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,35 mpg
4955,I4,Turbocharged,RWD,automatic,255 hp @ 5800 rpm,273 ft-lbs. @ 1800 rpm,31 mpg
4956,I4,Turbocharged,RWD,automatic,255 hp @ 5800 rpm,273 ft-lbs. @ 1800 rpm,28 mpg
4957,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,33 mpg
4958,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,273 ft-lbs. @ 1800 rpm,31 mpg
4959,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,273 ft-lbs. @ 1800 rpm,30 mpg
4960,I4,Turbocharged,AWD,automatic,302 hp @ 5800 rpm,295 ft-lbs. @ 3000 rpm,29 mpg
4961,I4,Turbocharged,AWD,automatic,382 hp @ 6500 rpm,354 ft-lbs. @ 3000 rpm,28 mpg
4962,I4,Turbocharged,FWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,36 mpg
4963,I4,Turbocharged,AWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,33 mpg
4964,I6,Turbocharged,AWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1600 rpm,30 mpg
4965,I6,Twincharged,AWD,automatic,429 hp @ 6100 rpm,384 ft-lbs. @ 1800 rpm,27 mpg
4966,I6,Twincharged,AWD,automatic,429 hp @ 6100 rpm,384 ft-lbs. @ 1800 rpm,29 mpg
4967,I6,Twincharged,AWD,automatic,429 hp @ 6100 rpm,384 ft-lbs. @ 1800 rpm,28 mpg
4968,V8,Twin-Turbo,AWD,automatic,603 hp @ 5750 rpm,627 ft-lbs. @ 2500 rpm,24 mpg
4969,V8,Twin-Turbo,AWD,automatic,603 hp @ 5750 rpm,627 ft-lbs. @ 2500 rpm,24 mpg
4970,I4,Turbocharged,RWD,automatic,255 hp @ 5800 rpm,273 ft-lbs. @ 1800 rpm,31 mpg
4971,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,273 ft-lbs. @ 1800 rpm,30 mpg
4972,I6,Turbocharged,RWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1600 rpm,30 mpg
4973,I6,Turbocharged,RWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1600 rpm,29 mpg
4974,I6,Turbocharged,AWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1600 rpm,31 mpg
4975,I6,Turbocharged,AWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1600 rpm,30 mpg
4976,I6,Turbocharged,AWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1600 rpm,29 mpg
4977,I6,Turbocharged,AWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1600 rpm,28 mpg
4978,,Electric Motor,FWD,automatic,188 hp @ 0 rpm,284 ft-lbs. @ 0 rpm,97 mpg
4979,,Electric Motor,AWD,automatic,225 hp @ 0 rpm,288 ft-lbs. @ 0 rpm,98 mpg
4980,,Electric Motor,AWD,automatic,288 hp @ 0 rpm,384 ft-lbs. @ 0 rpm,93 mpg
4981,,Electric Motor,AWD,automatic,617 hp @ 0 rpm,701 ft-lbs. @ 0 rpm,73 mpg
4982,,Electric Motor,AWD,automatic,288 hp @ 0 rpm,564 ft-lbs. @ 0 rpm,79 mpg
4983,,Electric Motor,RWD,automatic,288 hp @ 0 rpm,417 ft-lbs. @ 0 rpm,94 mpg
4984,,Electric Motor,AWD,automatic,402 hp @ 0 rpm,633 ft-lbs. @ 0 rpm,82 mpg
4985,,Electric Motor,AWD,automatic,288 hp @ 0 rpm,564 ft-lbs. @ 0 rpm,79 mpg
4986,,Electric Motor,RWD,automatic,288 hp @ 0 rpm,417 ft-lbs. @ 0 rpm,87 mpg
4987,,Electric Motor,AWD,automatic,402 hp @ 0 rpm,633 ft-lbs. @ 0 rpm,86 mpg
4988,,Electric Motor,AWD,automatic,649 hp @ 0 rpm,700 ft-lbs. @ 0 rpm,78 mpg
4989,,Electric Motor,AWD,automatic,355 hp @ 0 rpm,590 ft-lbs. @ 0 rpm,105 mpg
4990,,Electric Motor,RWD,automatic,329 hp @ 0 rpm,417 ft-lbs. @ 0 rpm,97 mpg
4991,,Electric Motor,AWD,automatic,516 hp @ 0 rpm,631 ft-lbs. @ 0 rpm,99 mpg
4992,,Electric Motor,AWD,automatic,355 hp @ 0 rpm,590 ft-lbs. @ 0 rpm,77 mpg
4993,,Electric Motor,RWD,automatic,355 hp @ 0 rpm,419 ft-lbs. @ 0 rpm,83 mpg
4994,,Electric Motor,AWD,automatic,536 hp @ 0 rpm,633 ft-lbs. @ 0 rpm,74 mpg
4995,V8,Twin-Turbo,4WD,automatic,577 hp @ 6000 rpm,627 ft-lbs. @ 2500 rpm,16 mpg
4996,V8,Twin-Turbo,4WD,automatic,577 hp @ 6000 rpm,627 ft-lbs. @ 2500 rpm,12 mpg
4997,V8,Twin-Turbo,4WD,automatic,416 hp @ 5250 rpm,450 ft-lbs. @ 2000 rpm,16 mpg
4998,I4,Turbocharged,AWD,automatic,302 hp @ 5800 rpm,295 ft-lbs. @ 3000 rpm,29 mpg
4999,I4,Turbocharged,AWD,automatic,382 hp @ 6500 rpm,354 ft-lbs. @ 4750 rpm,25 mpg
5600,I4,Turbocharged,FWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,34 mpg
5601,I4,Turbocharged,AWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,33 mpg
5602,I4,Turbocharged,AWD,automatic,302 hp @ 5800 rpm,295 ft-lbs. @ 3000 rpm,27 mpg
5603,I4,Turbocharged,FWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,32 mpg
5604,I4,Turbocharged,AWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,30 mpg
5605,I4,Turbocharged,RWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,31 mpg
5606,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,26 mpg
5607,V6,Twin-Turbo,AWD,automatic,385 hp @ 6100 rpm,384 ft-lbs. @ 2500 rpm,24 mpg
5608,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,273 ft-lbs. @ 1800 rpm,26 mpg
5609,I6,Twincharged,AWD,automatic,429 hp @ 6100 rpm,384 ft-lbs. @ 1800 rpm,22 mpg
5610,V8,Twin-Turbo,AWD,automatic,603 hp @ 5750 rpm,627 ft-lbs. @ 2500 rpm,20 mpg
5611,I4,Turbocharged,RWD,automatic,255 hp @ 5800 rpm,273 ft-lbs. @ 1800 rpm,25 mpg
5612,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,273 ft-lbs. @ 1800 rpm,24 mpg
5613,I6,Turbocharged,AWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1600 rpm,25 mpg
5614,V8,Twin-Turbo,AWD,automatic,483 hp @ 5500 rpm,516 ft-lbs. @ 2000 rpm,21 mpg
5615,I6,Twincharged,AWD,automatic,429 hp @ 6100 rpm,384 ft-lbs. @ 1800 rpm,21 mpg
5616,V8,Twin-Turbo,AWD,automatic,603 hp @ 5750 rpm,627 ft-lbs. @ 2500 rpm,19 mpg
5617,V8,Twincharged,AWD,automatic,603 hp @ 5750 rpm,627 ft-lbs. @ 2500 rpm,19 mpg
5618,I6,Turbocharged,AWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1600 rpm,24 mpg
5619,V8,Twin-Turbo,AWD,automatic,483 hp @ 5500 rpm,516 ft-lbs. @ 2000 rpm,21 mpg
5620,V8,Twin-Turbo,AWD,automatic,496 hp @ 5500 rpm,516 ft-lbs. @ 2000 rpm,25 mpg
5621,V12,Twin-Turbo,AWD,automatic,621 hp @ 5250 rpm,664 ft-lbs. @ 2000 rpm,20 mpg
5622,V8,Twin-Turbo,AWD,automatic,550 hp @ 6500 rpm,538 ft-lbs. @ 5000 rpm,20 mpg
5623,I4,Turbocharged,RWD,automatic,208 hp @ 5500 rpm,258 ft-lbs. @ 4000 rpm,23 mpg
5624,I4,Turbocharged,RWD,automatic,208 hp @ 5500 rpm,258 ft-lbs. @ 4000 rpm,23 mpg
5625,I4,Turbocharged,RWD,automatic,208 hp @ 5500 rpm,258 ft-lbs. @ 4000 rpm,22 mpg
5626,I6,Twincharged,AWD,automatic,429 hp @ 5500 rpm,384 ft-lbs. @ 1800 rpm,28 mpg
5627,V8,Twin-Turbo,AWD,automatic,496 hp @ 5500 rpm,516 ft-lbs. @ 2000 rpm,25 mpg
5628,I6,Turbocharged,AWD,automatic,510 hp @ 0 rpm,553 ft-lbs. @ 0 rpm,29 mpg
5629,I4,Turbocharged,RWD,automatic,375 hp @ 6750 rpm,354 ft-lbs. @ 3250 rpm,27 mpg
5630,V8,Twin-Turbo,AWD,automatic,469 hp @ 5500 rpm,516 ft-lbs. @ 2250 rpm,21 mpg
5631,V8,Twin-Turbo,AWD,automatic,577 hp @ 5500 rpm,590 ft-lbs. @ 2500 rpm,22 mpg
5632,I4,Turbocharged,RWD,automatic,188 hp @ 5000 rpm,258 ft-lbs. @ 2500 rpm,
5633,I4,Turbocharged,RWD,automatic,188 hp @ 5000 rpm,258 ft-lbs. @ 2500 rpm,
5634,I4,Turbocharged,RWD,automatic,188 hp @ 5000 rpm,258 ft-lbs. @ 2500 rpm,
5635,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
5636,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
5637,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
5638,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
5639,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
5640,I4,Turbocharged,RWD,automatic,188 hp @ 5000 rpm,258 ft-lbs. @ 2500 rpm,
5641,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
5642,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
5643,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
5644,I4,Turbocharged,RWD,automatic,188 hp @ 5000 rpm,258 ft-lbs. @ 2500 rpm,
5645,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
